Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
,,"At least six (6) credits of the minor must be unique from the 400-level courses required for the student's major program, or any other minor. To graduate with the minor, students must complete the requirements as specified by the program. A grade of C or better is required for all courses in the minor. A student may not declare a minor until they have been accepted into a major. Application for a minor is made in LionPATH.",,True,False,False,False,False,,,program,Minor in Art History,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,Students may apply for admission to the minor after they have achieved at least third-semester classification (29.1 credits).,,True,False,False,False,False,,,program,Minor in Asian Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, a student must have at least a 2.00 cumulative GPA and have completed MATH 140 and MATH 141 with a grade of C or better. At least 18 credits are required for the minor. A grade of C or better is required for all courses in the minor. At least six credits of the minor must be unique from the student's major degree requirements.",,True,False,True,False,False,,,program,Minor in Astronomy and Astrophysics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for the Minor in Astrobiology, a student must be enrolled in a baccalaureate degree program. Requirements for a minor must be completed in conjunction with a major degree program. A student must complete at least six credits of the minor at the 400-level. A grade of C or better is required for all courses in the minor, as specified by University Policy 59-10. At least six credits of the minor must be unique from any other degree or minor earned by the student.",,True,False,True,False,False,,,program,Minor in Astrobiology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Students must be in at least their third semester at Penn State and have a cumulative grade-point average of 2.0 or higher. Some minors have additional requirements; however, this minor does not.",Not Required,True,False,False,False,False,,,program,Minor in Bioethics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must have completed BIOL 110 and have a 2.00 or higher GPA. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major and at least six credits must be upper-level (400-level) courses.",,True,False,True,False,False,,,program,Minor in Biology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for admission to the minor, a student must be enrolled in a major outside of the Smeal College of Business and have a cumulative GPA of 2.00 or higher.",,True,False,False,False,False,,,program,Minor in Business,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for the minor, students must have completed BLAW 341 with a grade of C or better and have a cumulative GPA of 2.0 or higher.",,True,False,False,False,False,,,program,Minor in Business Law,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Students may apply for the minor in the Eberly College of Science after they have earned at least 45 credits and have been admitted to a major. Students must apply for the minor no later than the end of the second week of the semester in which they plan to graduate. For the minor in Chemistry, a minimum of 18 credits are required. At least six credits of the 18-20 credits for the minor must be at the 400-level. A grade of C or better is required for all courses in the minor. At least 6 credits for the minor must be unique from the course requirements for a student’s major.",,True,False,True,False,False,,,program,Minor in Chemistry,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"For the minor in Chinese, a minimum of 18 credits is required. At least 6 credits must be at the 400 level. A grade of C or better is required for all courses in the minor. Some courses may require prerequisites.",,True,False,False,False,False,,,program,Minor in Chinese,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,Required,"To enter the minor, students must have a 2.00 GPA and should submit an application. In the application, students state their goals for the minor and propose a series of courses and a public scholarship project to meet those goals.",,True,False,False,False,False,,,program,Minor in Civic and Community Engagement,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Students may apply for admission to the minor after they have completed at least 3 credits of CAMS courses. To apply, students must have a minimum 2.00 grade-point average. A range of 18-24 credits is required for the minor. At least 6 credits must be at the 400-level. A grade of C or better is required for all courses in the minor. At least six credits of the minor must be unique from any other degree or minor the student is pursuing.",,True,False,False,False,False,,,program,Minor in Classics and Ancient Mediterranean Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Admission to the minor is through the Liberal Arts Undergraduate Studies Office. A student's enrollment in the minor is normally done through LionPATH. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the 400-level courses must be taken at Penn State.",,True,False,False,False,False,,,program,Minor in Communication Arts and Sciences,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,Students with at least third-semester standing (min 29.1 credits) may be admitted to the minor by submitting an application in LionPATH. At least six credits of the minor must be unique from any other degree or minor. A grade of C or better is required for all courses in the minor.,,True,False,False,False,False,,,program,Minor in Communication Sciences and Disorders,https://bulletins.psu.edu/undergraduate/colleges/health-human-development/communication-sciences-disorders-minor/communication-sciences-disorders-minor_contacttext.pdf
,,"At the start of their junior year, students can declare their minor in LionPATH. To be eligible to declare a minor, a student must be enrolled in a major and have completed at least 30 credits. A student who wishes to declare the minor in Comparative Literature should consult with the Director of Undergraduate Studies in the Department of Comparative Literature and must submit an application for the minor in LionPATH. A grade of C or better is required for all courses in the minor. To be eligible for the minor, a student must have a minimum overall grade point average of 2.00 in the courses required for the minor.",,True,False,False,False,False,,,program,Minor in Comparative Literature,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To enter the minor, students must have completed CMPSC 121 or CMPSC 131 with a grade of C or better. A student must be in a major which does not require Computer Science (CMPSC) or Computer Engineering (CMPEN) for graduation.",,True,False,True,False,False,,,program,Minor in Computer Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"At least 4th semester standing is required. To be admitted, students must have a grade of C or better in ENTR 310.",,True,False,False,False,False,,,program,Minor in Corporate Innovation and Entrepreneurship,https://bulletins.psu.edu/undergraduate/colleges/smeal-business/corporate-innovation-entrepreneurship-bs/
,,"A grade of C or better is required for all courses in the minor. For a minor in Creative Writing, a minimum of 18 credits is required.",,True,False,False,False,False,,,program,Minor in Creative Writing,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, a student must have completed CRIM 100 with a grade of C or better and have at least a 2.00 cumulative grade-point average.",,True,False,False,False,False,,,program,Minor in Criminology,https://astate-prod.dotcms.cloud/a/registrar/files/bulletins/20-21-UG-Bulletin-1page.pdf?language_id=1
,,"Students must have completed 29.1 credits and be enrolled in a Penn State major to apply for this minor. A student may apply for the minor in LionPATH. For more information, please contact the IST Office of Undergraduate Academic Advising. To graduate with a minor, students must satisfy the requirements for the minor, including at least 6 credits at the 400 level. In addition, a student must complete at least six credits of the minor in courses that are not being used to satisfy the requirements of the student’s major. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10.",,True,False,True,False,False,,,program,Minor in Cybersecurity Analytics and Operations,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Students are eligible to apply for the dance minor after they have completed 6 credits in dance from the following: DANCE 170, DANCE 231, DANCE 241, DANCE 251, DANCE 261. An audition is required for entry into the minor. For a minor in Dance, a minimum of 18 credits is required. At least 6 credits must be at the 400-level. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10.",,True,False,False,False,False,,,program,Minor in Dance,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Students must apply for entrance to the minor no later than the beginning of their junior year. To apply, students must have completed ART 110S or GD 100 with a grade of C or better. Applications are submitted through the Digital Arts Minor faculty committee. A grade of C or better is required for all courses in the minor. At least six credits must be at the 400-level.",,True,False,False,False,False,,,program,Minor in Digital Arts,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"At least 6 credits of the minor must be separate from any other certificate, major, or minor and the student must have at least a 2.00 grade-point average to be certified for the minor.",,True,False,False,False,False,,,program,"Minor in Digital Media, Arts, and Technology",https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"For admission to the minor, students must be enrolled in a baccalaureate program and have completed at least 30 credits at Penn State or another accredited institution.",,True,False,True,False,False,,,program,Minor in Earth Science and Policy,https://bulletins.psu.edu/undergraduate/colleges/earth-mineral-sciences/landscapes-societies-cultures-political-economies-certificate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the supplement must be at the 400 level. Entrance to Minor: Students can apply for admission to the minor after they have achieved at least fifth-semester standing.",,True,False,True,False,False,,,program,Minor in Earth Systems,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A student may apply for the minor in the department or through the office of the minor adviser. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. To graduate with a minor in Asian Studies, students must have at least 18 credits in Asian Studies, with at least 6 credits at the 400 level.",,True,False,False,False,False,,,program,Minor in East Asian Studies,https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/asian-studies-minor/
,,"A grade of C or better is required for all courses in the minor. At least six credits must be at the 400 level. Prescribed Courses: ECON 102 Introductory Microeconomic Analysis and Policy (3 credits), ECON 104 Introductory Macroeconomic Analysis and Policy (3 credits). Supporting Courses and Related Areas: Select 12 credits of ECON courses (excluding ECON 489, 495, 496) (12 credits).",,True,False,False,False,False,,,program,Minor in Economics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To graduate with a minor, students must satisfy the requirements for the minor, including at least 6 credits at the 400-level. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. A student must complete at least 18 credits of course work. At least 6 credits must be at the 400 level. In addition, the student must select at least 6 credits from a set of approved courses in Education Policy Studies and at least 6 credits from a set of approved courses in other related disciplines such as political science, sociology, or economics.",,True,False,False,False,False,,,program,Minor in Education and Public Policy,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be enrolled in a major that provides a sufficient background in mathematics and physics. At least six credits of the minor must be unique from any other degree or minor. A grade of C or better is required for all courses in the minor.",,True,False,True,False,False,,,program,Minor in Electrical Engineering,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,Students must apply for admission to the minor after they have earned at least 18 credits at Penn State and have been admitted to a major.,,True,False,False,False,False,,,program,Minor in Energy and Sustainability Policy,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"For admission to the minor, students must have completed at least 30 credits at Penn State with a minimum grade point average of 2.00. In addition, students must have completed ECON 102 GS(3) and MATH 110 GQ(4) or MATH 140 GQ(4) with a grade of C or better. A grade of C or better is required for all courses in the minor.",,True,False,True,False,False,,,program,Minor in Energy Business and Finance,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the minor must be unique from the prescribed courses required by a student's major(s). In addition, at least six credits of the minor must be taken at the 400-level.",,True,False,False,False,False,,,program,Minor in English,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be enrolled in a baccalaureate program at the University. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. To graduate with a minor, at least six credits of the minor must be unique from the student's major degree requirements and at least six credits of the minor must be completed at the University at the 400-level.",,True,False,True,False,False,,,program,Minor in Entomology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"For a minor in Entrepreneurship and Innovation, a minimum of 18 credits is required. At least 6 credits of the 18 must be at the 400-level. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. To be awarded the ENTI minor, students must complete at least 18 credits from the following lists, including: 9 credits of Core Courses, and 9 credits of Cluster Courses. Students may apply for the ENTI minor in LionPATH. Students are encouraged to apply as soon as they have decided to pursue the minor, but no later than the end of the second week of the semester in which they intend to graduate.",,True,False,False,False,False,,,program,Minor in Entrepreneurship and Innovation,https://bulletins.psu.edu/undergraduate/colleges/intercollege/entrepreneurship-innovation-minor/entrepreneurship-innovation-minor_contacttext.pdf
,,"For admission to the minor, students must be enrolled in a Penn State major and have completed CHEM 110, CHEM 111, and MATH 141 with a grade of C or better.",,True,False,True,False,False,,,program,Minor in Environmental Engineering,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"At the beginning of their junior year, students should submit an application to the Minor in Environmental Inquiry. Students can apply for the minor in LionPATH. Students should have a 2.00 or higher GPA.",,True,False,True,False,False,,,program,Minor in Environmental Inquiry,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To enroll in this minor, a student must be in a major degree program and have at least a 2.00 grade-point average.",,True,False,True,False,False,,,program,Minor in Environmental Resource Management,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/environmental-resource-management-minor/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s), which is also the minimum number of unique credits required by Senate Policy 59-10.",,True,False,True,False,False,,,program,Minor in Equine Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To graduate with a minor, you must occupy a major, complete the minor's requirements, and maintain a C average (2.00) in minor courses. To declare the minor, you should use the 'Update Academics' tool in LionPATH.",,True,False,False,False,False,,,program,Minor in Ethics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for a minor, a student must have at least a 2.00 cumulative grade-point average and have at least third-semester standing. A grade of C or better is required for all courses in the minor.",,True,False,False,False,False,,,program,Minor in European Studies,https://s3-eu-west-1.amazonaws.com/figshare-production-eu-nd-storage6509-eu-west-1/coversheet/43744515/1/20090517_Commencement.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARRFKZQ25K5UASON3/20260213/eu-west-1/s3/aws4_request&X-Amz-Date=20260213T070132Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=efbed9b10a0d364447ee5942bcf60697f8c198d358c6d8a92d3600e2750d1172
,,A student who wishes to enroll in the Film Studies minor must have completed a minimum of 28.1 credits. Students must have a cumulative grade point average of 2.00 or better to be accepted into the minor.,,True,False,False,False,False,,,program,Minor in Film Studies,https://bulletins.psu.edu/programs/programs.pdf
,,"For admission to the minor, students must be in a major that is not IST-Finance and have a minimum overall GPA of 2.0. A student enrolled in this minor must receive at least a C or better in all courses for the minor. At least six (6) credits of the minor must be separate from any other minor or major.",,True,False,False,False,False,,,program,Minor in Finance,https://bulletins.psu.edu/undergraduate/colleges/capital/information-sciences-technology-finance-minor/
,,"Students must have a 2.00 or higher cumulative grade-point average and have attained at least third-semester classification (29.1 credits). For admission to the minor, students must have completed: CHEM 110, CHEM 111, CHEM 112, and CHEM 113. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the supplement must be at the 400-level.",,True,False,True,False,False,,,program,Minor in Food Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To enter the minor, students must have completed at least 29.1 credits and have a minimum GPA of 2.0.",,True,False,True,False,False,,,program,Minor in Forest Resources,https://bulletins.psu.edu/undergraduate/colleges/agricultural-sciences/forest-ecosystems-minor/
,,"To be admitted to the minor, students must have completed FR 201 or equivalent. For admission to the minor, students must be enrolled in their fourth semester or higher. A grade of C or better is required for all courses in the minor.",,True,False,False,False,False,,,program,Minor in French and Francophone Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Students must have completed 29.1 credits and have a 2.00 or higher cumulative grade-point average. To be admitted to the minor, students must be enrolled in a baccalaureate degree program and file an application for the minor in LionPATH.",,True,False,True,False,False,,,program,Minor in Game Development,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. To be admitted to the minor, students must be enrolled in a degree-granting program at Penn State and must have completed at least one geography course with a grade of C or better.",,True,False,True,False,False,,,program,Minor in Geography,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s). To be eligible for a minor, a student must be a degree-seeking student and have reached at least third-semester classification (at least 27.1 credits).",,True,False,True,False,False,,,program,Minor in Geosciences,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the 400-level courses must be taken at Penn State. For more information, contact the Department of Germanic and Slavic Languages and Literatures.",,True,False,False,False,False,,,program,Minor in German,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A minor consists of at least 18 credits; at least 6 of these credits must be at the 400-level. A grade of C or better is required for all courses in the minor. To earn an undergraduate minor, a student must have at least a 2.00 cumulative grade-point average for the courses completed in the minor. Students may apply for admission to the minor in LionPATH.",,True,False,False,False,False,,,program,Minor in Global and International Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,A grade of C or better is required for all courses in the minor. At least 6 credits of the minor must be unique from the prescribed courses required by a student's major(s). Entrance to Minor: Students can apply for the minor through Update Academics in LionPATH.,,True,False,False,False,False,,,program,Minor in Greek,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,At least 45 credits of University-level work must be completed before a student can apply for this minor. A minimum grade-point average of 2.0 is required for admission to the minor.,,True,False,False,False,False,,,program,Minor in Health Policy and Administration,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",,True,False,False,False,False,,,program,Minor in Hebrew,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,A grade of C or better is required for all courses in the minor. At least six credits must be at the 400 level.,,True,False,False,False,False,,,program,Minor in History,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,A student may declare a minor after they have achieved at least third-semester classification and before they have completed their last semester. Minors may be declared through the Update Academics link in the LionPATH Student Center.,,True,False,True,False,False,,,program,Minor in Horticulture,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be enrolled in a degree-seeking program at Penn State and have attained at least a 2.00 cumulative grade point average.",,True,False,True,False,False,,,program,Minor in Information Sciences and Technology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"For a minor in International Agriculture, a minimum of 18 credits is required. At least 6 credits must be at the 400 level. A grade of C or better is required for all courses in the minor.",,True,False,False,False,False,,,program,Minor in International Agriculture,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must have a 2.00 GPA or higher. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major program.",,True,False,False,False,False,,,program,Minor in International Business,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,A grade of C or better is required for all courses in the minor. At least six credits of the minor must be unique from the prescribed courses or additional courses required of a student's major program.,,True,False,False,False,False,,,program,Minor in International Politics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be enrolled in a bachelor's degree program and must have a cumulative grade point average of 2.0 or higher. A grade of C or better is required for all courses in the minor. At least 6 credits must be at the 400 level. The minor requires a total of 18 credits.",,True,False,False,False,False,,,program,Minor in Italian,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the 400-level courses must be taken at Penn State.",,True,False,False,False,False,,,program,Minor in Japanese,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A student's academic adviser can help in planning a program of study. The minor is open to all students and provides a cross-disciplinary look at the Jewish experience. To apply for a minor, use the 'Update Academics' tool in LionPATH.",,True,False,False,False,False,,,program,Minor in Jewish Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be at least fourth-semester students and have completed COMM 160 with a grade of C or better. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 44-10.",,True,False,False,False,False,,,program,Minor in Journalism,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To enter the minor, students must have completed at least 29.1 credits and have a minimum GPA of 2.0. A grade of C or better is required for all courses in the minor.",,True,False,False,False,False,,,program,Minor in Kinesiology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be 1) enrolled in a degree-seeking major and 2) have a minimum GPA of 2.0. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",,True,False,False,False,False,,,program,Minor in Korean,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,A student who has a cumulative grade-point average of 2.00 or higher and has been admitted to a major in a degree program may be admitted to a minor. Students may apply for admission to the Labor and Human Resources minor at any time.,,True,False,False,False,False,,,program,Minor in Labor and Human Resources,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",,True,False,False,False,False,,,program,Minor in Latin,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,A student must have reached at least fifth-semester standing to be eligible for entrance into a minor. All courses must be completed with a grade of C or better.,,True,False,False,False,False,,,program,Minor in Latin American Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To declare a minor, students must have earned at least 18 credits and must declare the minor no later than the beginning of their final semester. A student must have a grade of C or better in all courses for the minor.",,True,False,False,False,False,,,program,Minor in Law and Society,https://behrend.psu.edu/school-of-humanities-social-sciences/academic-programs/minors
,,At least a 2.00 cumulative grade-point average is required for admission to the minor.,,True,False,False,False,False,,,program,Minor in Leadership Development,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must have completed BLAW 341 with a grade of C or better. A grade of C or better is required for all courses in the minor, as specified in Senate Policy 59-10. Students who have a cumulative GPA of 2.00 or higher may apply for the minor.",,True,False,False,False,False,,,program,Minor in Legal Environment of Business,https://financialliteracy.psu.edu/meet-team
,,A grade of C or better is required for all courses in the minor. At least six credits of the minor must be unique from any other degree or minor program of the student. At least six credits of the minor must be at the 400 level.,,True,False,False,False,False,,,program,Minor in Linguistics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Students who have completed at least 29.1 credits and have a minimum 2.00 cumulative grade-point average are eligible to apply for the minor. For more information about the application process for Smeal minors, please visit the Smeal website. Some majors may be ineligible to apply for this minor; please see the Smeal website for more information.",Not Required,True,False,False,False,False,,,program,Minor in Management,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be in a major that is not Management Information Systems and must have completed MIS 204 with a grade of C or better. Also, students must have a cumulative grade point average of 2.00 or better. A student who has been admitted to the Smeal College of Business as a pre-major or major is eligible to apply for this minor. A student enrolled in this minor must receive at least a C or better in all courses to be counted toward the minor.",,True,False,True,False,False,,,program,Minor in Management Information Systems,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A student may apply for the minor in the LionPATH Student Center. To graduate with a minor in Marine Sciences, a student must earn a grade of C or better in all courses required for the minor. At least six credits of the minor must be unique from the prescribed courses required by the student's major program.",,True,False,True,False,False,,,program,Minor in Marine Sciences,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be at least a third-semester student and have a minimum overall GPA of 2.0. A grade of C or better is required for all courses in the minor.",,True,False,False,False,False,,,program,Minor in Marketing,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Students may apply for admission to the minor after they have achieved third-semester classification (at least 29.1 credits) and have been admitted to a major. To be admitted to the minor, students must have completed MATSE 201 or MATSE 259 with a grade of C or better. Application is made through the department.",,True,False,True,False,False,,,program,Minor in Materials Science and Engineering,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,A grade of C or better is required for all courses in the minor. At least six credits of the 400-level courses must be taken at Penn State. Total Credits: 20-22.,,True,False,True,False,False,,,program,Minor in Mathematics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To graduate with a minor in Media Studies, students must earn a grade of C or better in all courses in the minor. At least 6 credits of the minor must be unique from the prescribed courses required by the student's major and at least 6 credits of the minor must be taken at the 400-level. Students may apply for admission to the minor through the Update Academics link in the LionPATH Student Center.",,True,False,False,False,False,,,program,Minor in Media Studies,https://bulletins.psu.edu/undergraduate/colleges/bellisario-communications/media-studies-ba/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the 400-level courses must be taken at Penn State. To graduate with a minor in Medieval Studies, a student must complete 18 credits.",,True,False,False,False,False,,,program,Minor in Medieval Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"The minor is open to all students, with the exception of those in the Meteorology and Atmospheric Science major. It is specifically designed for students in other STEM (Science, Technology, Engineering and Mathematics) fields who are interested in the weather and/or the environment. A total of 18-20 credits is required for the minor. A grade of C or better is required for all courses in the minor.",,True,False,True,False,False,,,program,Minor in Meteorology and Atmospheric Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"For admission to the minor, students must have completed MICRB 201 or MICRB 201H and have a 2.00 cumulative grade-point average. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six (6) credits of the minor must be separate from any other degree or minor the student is pursuing.",,True,False,True,False,False,,,program,Minor in Microbiology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"For the Middle East Studies minor, a minimum of 18 credits is required. A grade of C or better is required for all courses in the minor.",,True,False,False,False,False,,,program,Minor in Middle East Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified in Senate Policy 59-10. At least six credits of the 18-credit minor must be at the 400 level. Advising for this minor is available through the Professor of Military Science (Army ROTC), Professor of Naval Science (Navy ROTC), or the Professor of Aerospace Studies (Air Force ROTC). Students should contact the appropriate office for application and advising.",,True,False,False,False,False,,,program,Minor in Military Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for the minor, a student must be enrolled in a baccalaureate degree program. A grade of C or better is required for all courses in the minor. At least six credits of the minor must be unique from any other degree or minor earned by the student.",,True,False,True,False,False,,,program,Minor in Mining Engineering,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be in a major that is not the B.A. or B.M. in Music. Students must have a minimum overall GPA of 2.0. An audition is required for acceptance into applied music study (MUSIC 110V). Admission to the minor is through the School of Music. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the minor must be unique from the prescribed courses required by a student's major(s).",,True,False,False,False,False,,,program,Minor in Music,https://studiegids.universiteitleiden.nl/en/studies/10628/music-studies
,,Admission to the Music Performance minor is based on a performance audition and the approval of the director of the School of Music.,,True,False,False,False,False,,,program,Minor in Music Performance,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be in good academic standing and must have a 2.00 cumulative grade-point average. Admission to the minor requires an application to the School of Music and an interview with the Music Technology area coordinator.",,True,False,False,False,False,,,program,Minor in Music Technology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be in at least their third semester and have a cumulative GPA of 2.0 or higher.",,True,False,True,False,False,,,program,Minor in Nanotechnology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the minor must be unique from the prescribed courses required by a student's major and at least six credits must be at the 400-level. Any student who has completed at least 18 credits of natural science (ASTRO, BIOL, CHEM, GEOSC, MICRB, PHYS) with at least 6 of those credits at the 400 level, and who has achieved a grade of C or better in each of those courses, will be awarded this minor.",,True,False,True,False,False,,,program,Minor in Natural Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To enter the minor, students must have completed BIOL 110, CHEM 110, and PSYCH 100 with a C or better. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. At least six credits of the minor must be unique from the prescribed courses required by a student's major and at least six credits must be at the 400 level.",Not Required,True,False,True,False,False,,,program,Minor in Neuroscience,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
