Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Concentration.1,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,Master of Professional Studies in Biotechnology,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"A bachelor's degree in science, engineering, or any subject with sufficient coursework in relevant life science topics such as foundations of biology and organic chemistry OR a bachelor's degree in any subject combined with work experience in the life sciences. [2] A 3.0 GPA or above on a 4.0 scale is also required. [2]",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,"College of Natural and Mathematical Sciences, Division of Professional Studies",,,,,,,,,,"UMBC's biotechnology master's degree is designed to provide students with the skills sought by the biotechnology industry. The curriculum offers advanced instruction in the life sciences, along with coursework in regulatory affairs, leadership, management, commercialization and legal issues inherent to a life science-oriented business.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,68.0,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Community Leadership,,,,,Graduate,Fall 2026,,,,,Required,Not Required,REQUIRED,"To be considered for regular admission to the Graduate School, a prospective student must:

- Submit a non-refundable application fee.
- Have a bachelor’s degree from a regionally accredited college or university, or from a foreign university or college with a degree recognized as equivalent to a U.S. bachelor’s degree.
- Have a minimum undergraduate grade point average (GPA) of 3.0 on a 4.0 scale. Applicants with GPAs below 3.0 may be considered for provisional admission.
- Submit an official transcript from each college or university attended. All transcripts must be in English.
- Provide a statement of academic goals and research interests. [1]
- Three letters of recommendation are required for all graduate degrees. [1]",,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,UMBC Professional Studies,"$28,950 (In-state), $40,950 (Out-of-state)","$28,950 (In-state), $40,950 (Out-of-state)",,,,,,,,"The UMBC community leadership programs envision learning and working together to champion vibrant communities. The community leadership program’s mission is to build communities inside and outside the classroom that are rooted in relationships and brought to life through co-teaching, co-learning, and co-creating. The program aims to lead institutional change in higher education toward a core institutional identity as citizens in our greater Baltimore community.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,"$965/credit (In-state), $1,365/credit (Out-of-state)",FALSE,False,2,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Graduate Assistantships, Fellowships",FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Data Science,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"In addition to the general requirements of the Graduate School, the following are required for the program:

A bachelor’s degree in a STEM (science, technology, engineering, and mathematics) field is preferred.
A minimum undergraduate GPA of 3.0 on a 4.0 scale.
Completed application, statement of goals, resume and official transcripts.
GRE scores are not required. [1]",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,The Graduate School,,,,,,,,,The Data Science program has two tracks: Data Science Track and Analytics Track.,"The Master of Professional Studies (M.P.S.) in Data Science is an exciting graduate program that prepares students from a wide range of disciplinary backgrounds for careers in data science. In the core courses, students will get a fundamental understanding of data science through classes that highlight machine learning, data analysis and data management. The core courses will also introduce students to ethical and legal implications surrounding data science. Beyond the core courses, students will take three courses in domain specific pathways developed in collaboration with academic departments across the university. Through these pathways, students will apply the skills and techniques they learned in the core courses to their own field or area of expertise. Upon graduation, students will be prepared for a career in the field of data science.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,2,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,61.0,,90,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,"Master of Professional Studies in Entrepreneurship, Innovation, and Leadership",,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,False,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,,"With three pathways in entrepreneurship, intrapreneurship, and socialpreneurship, you can tailor your education to your interests and career goals. Whether you are looking to start your own company, drive social change through innovation, or incorporate innovative practices into your current workplace, UMBC’s Master of Professional Studies (MPS) in Entrepreneurship, Innovation and Leadership is the ideal program to help you meet your goals. [1] Designed for working professionals in both small and large organizations, the program equips students with entrepreneurial thinking skills that prepare them to become drivers of change in both the workplace and in their communities. [1]",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,7.0,,,53.0,,99,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Geographic Information Systems,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"In addition to a completed application, the following information is required:

- A bachelor’s degree in any field is required.
- A minimum undergraduate GPA of 3.0 on a 4.0 scale is required for admission. 
- Official transcripts from all colleges/universities attended.
- A current resume.
- A statement of goals and academic/professional experience.

GRE scores are not required for this program.

International students are required to submit TOEFL, IELTS or Duolingo English Test scores.",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,,"UMBC's Master of Professional Studies (M.P.S.) in Geographic Information Systems (GIS) program is designed for early-to-mid-career professionals seeking a more foundational knowledge of GIS that goes beyond learning the basics of technology or application of analytical tools. As a GIS student, you will learn crucial GIS methods that connect global thinking with local action. You will also contribute to projects that address timely societal and environmental issues with a “place-based” dimension. [4] This Master of Professional Studies (MPS) in Geographic Information Systems (GIS) is a 10-course/30 credit applied science program designed for students seeking either professional or academic careers. [2] The program is specifically for those interested in establishing their GIS credentials that rests on systematic critical thinking as it applies to social and environmental disciplines. [2] Each class, whether analytical or technical, employs scientific methods to assess problems by formulating plans and creating processes to produce well-thought-out and reasoned solutions in cartographic production, programming, dynamic visualization, data management, and spatial analysis. [2] Students will also gain an understanding of essential geographic principles and concepts needed to solve problems in nearly any industry or academic discipline. [2]",,https://umbc.edu/programs/graduate/biotechnology-certificate-programs/biotechnology-masters/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Health Information Technology,,,,,Graduate,Fall 2026,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Master of Professional Studies (M.P.S.) in Health Information Technology is designed to prepare computer science, information systems, and healthcare professionals to fill a range of new and expanding roles in the healthcare industry. The ten-course Health IT degree combines courses in Health Information Technology strategy, policy, and management with more technical, hands-on Health Information Technology courses that allow students to develop a formal educational program that best meets their individual career development needs. The program’s blend of practical management and technically focused courses prepares students for a range of opportunities within the growing healthcare technology profession.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Industrial-Organizational Psychology,,,,,Graduate,Fall 2026,,,,Required,Required,,,"Admission Requirements

Applicants must have a bachelor’s degree in any undergraduate major from a regionally accredited institution.

Have a minimum undergraduate GPA of 3.0 on a 4.0 scale. For students with an undergraduate GPA between 2.5 and 2.99, an option for provisional admission may be available for the fall semester only. This requires an in-person interview, and a decision will be made by the program director.

Submission of the following documents:
A completed application.
Official transcripts from all post-secondary institutions.
A resume or curriculum vitae (CV).
A personal statement of academic and professional goals.
Three letters of recommendation.

The GRE is not required for admission to this program.

International applicants are required to provide TOEFL, IELTS, or Duolingo English Test scores. Please refer to the Graduate School’s website for more information on English proficiency requirements.",Not Required,,True,False,,,,,,,,,,,,,,,,,,Department of Psychology,,,,,,,,,,"UMBC's master's program in I-O Psychology, offered through the Department of Psychology, emphasizes key topics such as organizational behavioral management, consulting, human factors, and human resources practice. [4] Students engage in hands-on training while developing a professional portfolio and building relationships with faculty and industry professionals. [4] This program prepares graduates for diverse careers in Human Resources, Talent Acquisition, Organizational Behavior, and Training and Development. [4] It is offered in-person at the Shady Grove location in Rockville, MD, with flexible scheduling options for working professionals. [4] The M.P.S. degree in I/O Psychology is a 30-credit master's level program with credits distributed among core courses (15 credits), elective courses (12 credits), and a capstone course (3 credits). [3] Students will gain advanced knowledge in competencies including: Statistical Methods and Data Analysis, Ethical, Legal and Professional Contexts, Measurements of Individual Differences, Criterion Development, Job and Task Analysis, Employee Selection, Placement and Classification, Performance Appraisal and Feedback, Work Motivation, and Organizational Development. [3]",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"UMBC participates in all federal and state student financial aid programs and offers scholarships and assistantships through the Graduate School, Graduate Departments and the Office of Financial Aid and Scholarships. [1]",FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Software Engineering,,,,,Graduate,Fall 2026,,,,Required,Required,,,B.S. degree with a minimum undergraduate GPA of 3.0 on a 4.0 scale; Introductory programming courses completed in the last 10 years with a grade 'B' or above (see note below); Official Transcripts; Goal statement outlining the student's goals and expectations in the program; Resume or CV. [1],Not Required,,True,False,,,,,,,,,,,,,,,,,,"College of Engineering and Information Technology, Division of Professional Studies",,,,,,,,,,"UMBC's Master of Professional Studies in Software Engineering provides the advanced knowledge, skills, and experiences to successfully build software intensive products not only for today's market but for tomorrow. [2] After successfully completing the program, you will be ready to take on the role of building a modern software intensive product, architecting a new solution, leading a team of engineers and product team to develop a new application, advise a government agency on how to make software contribute to the nation's growth, or venture on your own and create a new startup for a new software intensive product to make money and meaning. [2] There is no limit to what you can accomplish with the advanced skills and experiences gained from emerging software engineering techniques to software testing, verification, and validation, to building software that is ethical, reliable, and beautiful and how to engineer software for AI and with AI. [2] In partnership with UMBC's Division of Professional Studies, this program is designed to fit a busy schedule for working professionals interested in learning from industry professionals. [1] Additionally, students will gain exposure to coursework in leadership, communications, management, and ethics. [1]",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Professional Studies in Technical Management,,,,,Graduate,Fall 2026,,,,Optional,Required,,,"Applying to the Graduate School at UMBC requires the submission of several documents. General requirements include transcripts from all post-secondary institutions, a goal statement or statement of purpose, and letters of reference. [6] The Graduate School recommends a minimum undergraduate GPA of 3.0 on a 4.0 scale. [2] Specific programs may have additional requirements, such as a resume/CV, writing sample, or standardized test scores. [6]",Optional,,False,True,,,,,,,,,,,,,,,,,,Master of Professional Studies,,,,,,,,,,"UMBC’s Master of Professional Studies (M.P.S.) in Technical Management is designed for experienced professionals who wish to develop the skills necessary to lead and manage technical teams, projects, and organizations. The program focuses on providing a solid foundation in management principles while also addressing the unique challenges of a technology-driven workplace.

The curriculum is built around a core set of six courses that provide the foundational knowledge in leadership, communications, ethics, and project management. The core courses are supplemented with technically oriented courses in entrepreneurship, international project management, and organizational leadership. Students can earn certificates in systems engineering, and cybersecurity along with the Masters degree.

The core curriculum can be augmented by a student’s choosing one of the following pathways or developing an individual program of study with the approval of the graduate program director. The following pathways are recommended for students who wish to focus their studies in a particular technical area:

Quality Management
Logistics/Supply Chain Management
Project Management
Systems Engineering",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Applied Mathematics,,,,,Graduate,Fall 2026,,,,Required,Required,,,"Applicants should have a bachelor's degree from an accredited university with a minimum cumulative GPA of 3.0/4.0. The program normally requires a bachelor's degree in mathematics or applied mathematics. Candidates whose degree is in another field (for example, computer science, physics, or engineering) and whose background in mathematics is strong are also eligible for admission. A combined verbal and quantitative GRE examination score of at least 304 and an analytic writing score of at least 2.5 are required. [1] TOEFL scores (if required) should be a minimum of 80/550 (internet-based/paper-based test scores). [1] Two letters of recommendation are required. [1]",Not Required,,False,False,,,,,,,,,,,,,,,,,,College of Natural and Mathematical Sciences,,,,,,,,,,"UMBC's master's degree in applied mathematics provides training in applications of mathematics that prepare students for employment in industry or government agencies. The master's degree can also serve as a bridge between undergraduate work and a doctoral program. [2, 5] There are two options: A course-based program culminates in a written comprehensive exam, and a thesis-based option culminates in completion of a research thesis. [5]",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Teaching Assistantship,FALSE,,,FALSE,FALSE,,,
,Master of Science in Applied Molecular Biology,,,,,Graduate,Fall 2026,,,,Not Required,Required,Optional,REQUIRED,"In addition to the general requirements for admission to the Graduate School, applicants to the M.S. in Applied Molecular Biology program are required to submit a statement of purpose and three letters of recommendation. GRE scores are not required.",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Natural and Mathematical Sciences,,,,,,,,,,"The Master of Science in Applied Molecular Biology is designed to give the student a thorough grounding in the theory and practice of molecular biology. The hallmark of the program is a two-semester, seven-credit laboratory course that teaches students the state-of-the-art techniques of molecular biology in the context of an independent research project. In addition, the students take four lecture courses and prepare a scholarly paper on their research project. The program not only prepares its graduates to become middle-level researchers in the biotechnology industry, but it also provides excellent training for students intending to enter a Ph.D. program after graduation.

An accelerated master’s program is available to UMBC undergraduate students majoring in biological sciences. It allows our students to begin work on the M.S. in Applied Molecular Biology while completing the B.S. degree. This allows the students to complete the B.S. degree and the M.S. degree in four or five years.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,2,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,58.0,,80,,,,,,,,,,,,,"Research assistantships, Traineeships",FALSE,,,FALSE,FALSE,,,
,Master of Science in Biological Sciences,,,,,Graduate,Fall 2026,,,,Not Required,Required,,,"Applicants to the Biological Sciences M.S. program should have a baccalaureate degree in a science or engineering discipline from an accredited university or college, a minimum undergraduate GPA of 3.0 on a 4.0 scale and should submit a statement of purpose describing their interest in the program and career goals and three letters of recommendation from persons in a position to judge the applicant’s academic abilities and potential for graduate study.",Not Required,,True,False,,,,,,,,,,,,,,,,,,College of Natural and Mathematical Sciences,,,,,,,,,"['Biochemistry and Molecular Biology (BMB)', 'Cell Biology and Developmental Biology (CMB)', 'Computational Biology and Bioinformatics (CBB)', 'Ecology and Evolutionary Biology (EEB)', 'Microbiology and Immunology (MI)', 'Neurobiology (NEUR)', 'Translational and Mechanistic Biology (TMB)']","The graduate program in Biological Sciences is a research-oriented program in which students receive training in a modern, broad-based curriculum that emphasizes the development of critical and creative thinking. The course of study leads to the Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees. All students are initially admitted into one of two departments within the College of Natural and Mathematical Sciences, the Department of Biological Sciences or the Department of Chemistry and Biochemistry. There is a single, unified graduate curriculum for all students in the Biological Sciences graduate program that provides the students with the flexibility to receive training and to conduct research in any of seven programs of study (called tracks). The program is particularly well-suited for students with interdisciplinary research interests. The Biological Sciences graduate program also offers a non-thesis M.S. degree option.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Chemical and Biochemical Engineering,,,,,Graduate,Fall 2026,,,,Optional,Optional,Optional,REQUIRED,"Applicants may have undergraduate degrees in engineering, or other disciplines. All applicants are expected to have completed the necessary prerequisites to begin the core curriculum for the degree program of interest. Requirements include: Unofficial transcript(s) with a minimum GPA of 3.0 (on a 4.0 scale), required prior coursework, and two (2) or more letters of recommendation from professional or academic references. For International students, English Language proficiency scores are required. [3]",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Engineering and Information Technology,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,112.0,,,7.0,,,68.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Chemistry,,,,,Graduate,Fall 2026,,,,Required,Required,,,"In addition to the general requirements of the Graduate School, applicants to the M.S. and Ph.D. programs in chemistry or biochemistry are expected to have a bachelor’s degree in chemistry or biochemistry with a minimum GPA of 3.0. This degree must include coursework in organic chemistry, physical chemistry and calculus. It is expected that applicants will have taken the Graduate Record Examination (GRE), but this is not a requirement for admission. Three letters of recommendation and a statement of purpose are also required.",Not Required,,True,True,,,,,,,,,,,,,,,,,,College of Natural and Mathematical Sciences,,,,,,,,,,"The M.S. degree in chemistry is offered with a thesis and a non-thesis option. For the thesis option, the student must complete 30 credit hours of course work (including the core program), including six credit hours of CHEM 799: Master’s Thesis Research. The non-thesis M.S. degree requires 30 credit hours of course work (including the core program), including three credit hours of CHEM 600: Advanced Laboratory Projects. For both options, 18 credits must be at the 600-level or higher. A final oral examination is required for both options. Upon entry into the program, each M.S. student will be assigned an academic advisor from the graduate committee, who will assist the student in selecting a program of study. During the first year of graduate study, M.S. students who select the thesis option will consult with individual faculty members to select a research advisor and a research topic. Following selection of a research advisor, the student, in consultation with the research advisor, will choose a guidance committee. For thesis M.S. students, no later than the end of the second year of study, the student must submit a research proposal to the committee and successfully defend it in an oral examination.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Computer Engineering,,,,,Graduate,Fall 2026,,,,Required,Required,Not Required,REQUIRED,"In addition to the general requirements of the Graduate School, specific requirements for admission to the M.S. program in computer engineering are as follows: A B.S. degree in computer engineering, electrical engineering, or a related field, such as computer science or physics. An undergraduate grade point average (GPA) of at least 3.0 on a 4.0 scale. International students must have a minimum TOEFL score of 80... In addition, all applicants must submit three letters of recommendation and a statement of purposes with their application.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Engineering and Information Technology,,,,,,,,,,"The Master of Science in Computer Engineering program is designed to extend the knowledge of qualified students in the field of computer engineering. It provides a deeper and broader background in the traditional areas of computer engineering, as well as in the new and evolving areas of the discipline. The program consists of a set of core courses, a set of concentration areas, electives and a thesis or project research option. The M.S. degree may be completed on either a full-time or a part-time basis. The program provides a balance of theory and practical application to prepare students for careers in industry and for further graduate study.",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,True,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,55.0,,79,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Computer Science,,,,,Graduate,Fall 2026,,,,,,GRE,REQUIRED,,,,True,True,False,False,True,False,,True,False,False,False,False,True,False,False,False,,,,College of Engineering and Information Technology,,,,,,,,,"['Artificial Intelligence', 'Computer Science', 'Software Engineering']","The department offers a graduate program leading to the M.S. and Ph.D. degrees in Computer Science. This program provides advanced instruction and training and research opportunities to prepare students for careers in industry, academia and government agencies. The program reflects state-of-the-art knowledge in major theoretical and applied aspects of computation. [3]",,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,"153 Verbal, 155 Quantitative, 3.0 Analytical",7.5,,,,,100,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Master of Science in Cybersecurity,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,False,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Graduate School,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=41&navoid=2971,,,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
