QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
89,College of Engineering,,4.0,3.0,,"Fall, Spring","September 1, 2025 (Estimated for Fall 2026 based on standard Purdue Graduate School cycles)","April 1 (International), June 1 (Domestic) for Fall intake","$19,707.50/Semester (Non-Resident/International rate including program differential)",,"$1,328.60 (Online rate; on-campus is flat-rate)",,,,1 year (30 credit hours),"$19,707.50/Semester",Master of Science in Engineering in Engineering Management,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,"July 1 (International), August 1 (Domestic)","$1,326.60 per credit hour",,"$1,326.60",,,,30 credit hours,"$39,798 total",Master of Science in Engineering in Interdisciplinary Engineering,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHDmZgmvvUdb9giOurdKSnZsRE6tx_C5H-U_KsTx09N745WhBQ4WF6f0DmOsZgsPkLjI713YKR6b3qF-OrVWrenW0MfZqCe79w-2QSjzWncKaMPtgSrUgvylS7MR8QzERvaEhxP04eP2l4d
89,School of Electrical and Computer Engineering,,4.0,3.0,,"Fall, Spring, Summer",,July 1,"$22,500 total",,750,,,,30 credit hours,$750 per credit hour,Master of Science in Engineering in Internet of Things,https://engineering.purdue.edu/online/programs/masters-degrees/iot
89,School of Industrial Engineering,,4.0,3.0,,"Fall, Spring","September 1, 2025","April 1, 2026 (International); July 1, 2026 (Domestic)","$14,912/Semester",,,,,,1 year,"$14,912/Semester (Non-resident)",Master of Science in Engineering in Logistics Systems Engineering,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,"July 1, 2026","$1,343.30 per credit hour",,1343.3,,,,30 credit hours,"$40,299 total",Master of Science in Engineering in Microelectronics and Semiconductors,https://engineering.purdue.edu/online/programs/masters-degrees/semiconductors
89,College of Engineering,,4.0,3.0,,"Fall, Spring",September 2025,"January 1, 2026","$31,032/Year",,$948,,,"Merit-based (Fellowships, Assistantships)",1.5 - 2 years,"$31,032/Year",Master of Science in Engineering in Robotics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Engineering,,4.0,3.0,,"Fall, Spring, Summer","September 1, 2025","July 1, 2026","$1,332.20 per credit hour",,1332.20,,,,30 credit hours,"$39,966 (Total program cost based on 30 credits)",Master of Science in Engineering in Systems Engineering,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Education,,4.0,3.0,,"Fall, Spring, Summer",,,$329.05 per credit hour (In-state) / $340.50 per credit hour (Out-of-state),,$329.05 (In-state) / $340.50 (Out-of-state),,,"Merit-based, Need-based",30 credit hours,"$9,871.50 Total (In-state) / $10,215 Total (Out-of-state)",Master of Science in Education in Curriculum and Instruction,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Education,,4.0,3.0,,"Fall, Spring, Summer",August 2025,"January 1, 2026","$28,794/Year (Non-Resident); $9,992/Year (Resident)",,$948.30 (Non-Resident); $347.85 (Resident),,,"Merit-based, Fellowships, Graduate Assistantships",1.5 - 2 years,"$28,794/Year (Non-Resident); $9,992/Year (Resident)",Master of Science in Education in Educational Studies,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,,,,,,,,,,,,Graduate Certificate in African American Studies,https://www.cla.purdue.edu/academic/sis/p/african-american/african-american-studies-graduate-programs/index.html
89,College of Education,,4.0,3.0,,"Fall, Spring, Summer",,,12079.2,,575.2,,,,12 months,"$12,079.20",Graduate Certificate in Applied Behavior Analysis,https://catalog.purdue.edu/content.php?catoid=10&navoid=13443
89,Purdue Polytechnic Institute,,4.0,3.0,,"Fall, Spring, Summer",,"July 15 (Domestic), July 1 (International)",9000,,750,,,,12 credit hours,$750 per credit hour,Graduate Certificate in Applied Data Analytics in Technology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,School of Mechanical Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,"$11,790 total",,"$1,310",,,,9 credit hours,"$11,790",Graduate Certificate in Applied Heat Transfer,https://engineering.purdue.edu/online/news/take-a-prime-job-offer-or-earn-his-master2019s
89,College of Science,,4.0,3.0,,"Fall, Spring, Summer",,"July 1, 2026",12520.8,,1043.4,,,,12 months,"$12,520.80 total",Graduate Certificate in Applied Statistics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,Purdue Polytechnic Institute,,4.0,3.0,,"Fall, Spring, Summer",,July 1,"$9,300",,775,,,,12 credit hours,"$9,300",Graduate Certificate in Aviation Financial Management,https://polytechnic.purdue.edu/academics/graduate-certificate-aviation-financial-management
89,Brian Lamb School of Communication,,4.0,3.0,,"Fall, Spring, Summer",,,8973.12,,747.76,,,,12 credit hours,$747.76 per credit hour,Graduate Certificate in Communication and Leadership,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Education,,4.0,3.0,,"Fall, Spring, Summer",,,"$7,128",,594,,,,12 credit hours,"$7,128",Graduate Certificate in Dual Language Bilingual Education,https://education.purdue.edu/program/dual-language-bilingual-education-online-graduate-certificate/
89,School of Nursing,,4.0,3.0,,"Fall, Spring, Summer",,,"$9,147.60 total",,$762.30,,,,12 credit hours,"$9,147.60 total",Graduate Certificate in Healthcare Quality Improvement,https://www.graduatecertificate.org/programs/healthcare-administration/
89,Purdue Polytechnic Institute,,4.0,3.0,,"Fall, Spring, Summer",,,"$9,300 total",,775,,,,12 credit hours,"$9,300 total",Graduate Certificate in Managing Information Technology Projects,https://polytechnic.purdue.edu/academics/graduate-certificate-managing-information-technology-projects
89,College of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,,16935.6,,1411.3,,,,12 credit hours,"$1,411.30 per credit hour",Graduate Certificate in Systems,https://engineering.purdue.edu/online/programs/certificate-programs/systems
89,School of Nursing,,4.0,3.0,,"Fall, Spring",August 2025,"March 1, 2026","$9,992/Year (Resident); $28,794/Year (Non-resident)",,$213.30,,,Departmental Scholarships,3-4 semesters,"$9,992/Year (Resident); $28,794/Year (Non-resident)",Post-Master's Certificate in Adult Gerontology Primary Care,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Agriculture,,4.0,3.0,,"Fall, Spring, Summer",,"Fall: July 1 (Domestic), April 1 (International); Spring: November 1 (Domestic), September 1 (International); Summer: April 1 (Domestic), February 1 (International)","$9,992 per year (Resident); $28,794 per year (Non-Resident)",,$329.05 (Resident); $948.30 (Non-Resident),,,,12 credit hours,"$9,992 per year (Resident); $28,794 per year (Non-Resident)","Graduate Certificate in Agricultural Sciences Education, Extension and Communication","The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
