Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
,"The Master of Science in Genetic Counseling at Columbia University is a 21-month program that integrates didactic coursework in human genetics and genomics with a unique, extensive, and varied clinical and counseling experience. It is a full-time program within the Vagelos College of Physicians and Surgeons Graduate School of Arts and Sciences. Our mission is to educate a new generation of genetic counselors who will be leaders in the clinical, research, and educational application of genomics to promote health for all. Students in our program have the unique opportunity to learn about the most cutting-edge topics in genetics and genomics from faculty at the Institute for Genomic Medicine. They also gain extensive clinical training through our renowned partner hospitals, NewYork-Presbyterian Hospital (NYP), which includes the Morgan Stanley Children's Hospital and Sloane Hospital for Women. Students also rotate through other NYP campuses and private practices within the NYC metropolitan area. Students get to live in and explore New York City, which has a diverse array of opportunities and a diverse patient population for students to serve. Our graduates go on to rewarding careers in a wide range of settings, including university medical centers, community hospitals, industry, and public health settings.",https://www.igm.columbia.edu/education/master-science-genetic-counseling,"The Genetic Counseling Graduate Program is accredited by the Accreditation Council for Genetic Counseling (ACGC), located at 7918 Jones Branch Drive, Suite 300, McLean, VA 22102, phone 913.222.8668, website www.gceducation.org. We were awarded full accreditation through 2029.",Master of Science,Master of Science in Genetic Counseling,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The M.A. in Art History is a two-year, full-time program offering a grounding in the history of art and a strong foundation for doctoral study. The program provides a structured curriculum that combines broad art-historical training with focused academic inquiry. Students take courses with a range of faculty, work closely with a faculty adviser in their chosen area of specialization, and write a master’s thesis. The curriculum consists of two required courses—the M.A. Methods Colloquium in the fall of the first year and the M.A. Thesis Colloquium in the spring of the second—and eight elective courses. Students also demonstrate proficiency in one or two foreign languages relevant to their research, depending on their field of study.",https://arthistory.columbia.edu/ma-programs/ma-art-history,,,Master of Arts in Art History,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"Conservation, Planning/History","The Master of Science in Historic Preservation (MSHP) is a two-year degree that provides a thorough understanding of the history, theory, and practice of historic preservation. The program equips its graduates with the knowledge, skills, and experience necessary to succeed as leaders in the field. The MSHP curriculum is comprehensive and interdisciplinary. The program explores preservation through many different lenses: architectural design, history, building conservation, policy and planning, and data and computation.",https://www.arch.columbia.edu/programs/1-master-of-science-in-historic-preservation,,Master of Science,Master of Science in Historic Preservation and Conservation,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['Ancient History', 'Medieval History', 'Early Modern Europe', 'Modern Europe', 'United States', 'Latin America and the Caribbean', 'Early Modern and Modern East Asia', 'South Asia', 'Middle East', 'Africa', 'International and Global History', 'History of Science', 'Jewish History', 'Women, Gender, and Sexuality']","The Department of History’s MA in History program provides a unique opportunity for students with a passion for history to pursue graduate study at one of the world’s leading universities. In our program, you will work closely with a diverse, supportive, and world-renowned faculty who specialize in a wide variety of topics and geographic areas. Our MA program offers two options: the two-semester MA, intended for students wishing to complete a master’s degree in one academic year, and the four-semester MA, for students who want the flexibility of a two-year program. The two programs have different curricular requirements, but both offer students a grounding in historical methods, historiography, and research. All students work closely with a faculty adviser in their chosen field of study. We train students to think critically and historically about the past and to conduct original research using a wide array of methods and sources.",https://history.columbia.edu/ma-program/,,Master of Arts,Master of Arts in History,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The free-standing M.A. program in Classical Studies at Columbia University is designed for students who wish to improve their command of Greek and Latin and to deepen their knowledge of the classical world before applying to Ph.D. programs, as well as for those who seek the M.A. as a terminal degree. The program is specifically designed to be completed in one academic year, though in some cases students may be permitted to extend their studies to a third or even a fourth semester. Students take a combination of graduate and undergraduate courses in the Department of Classics and in other departments, depending on their interests and preparation.",https://gsas.columbia.edu/degree-programs/ma-programs/classics,,MA,Master of Arts in Latin and Ancient Greek Studies,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['historical musicology', 'music theory']","The Department of Music at Columbia offers a free-standing M.A. in musicology, with concentrations in historical musicology and music theory. The M.A. program provides a strong foundation for students who wish to pursue doctoral study, and for those who wish to enrich their intellectual and artistic lives before pursuing other professional goals. Students in both concentrations in the M.A. program take a proseminar in musicology, and choose from a rich variety of graduate seminars on special topics in music history and theory. All students complete a master's thesis on a topic of their choice, which they develop in consultation with a faculty advisor.",https://music.columbia.edu/graduate-programs/ma-program,,MA,Master of Arts in Music History and Literature,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"Columbia University’s Master of Science in Information & Technology Management (ITM) prepares students to become versatile technology leaders who drive innovation and create value for organizations. The ITM program equips students with a comprehensive understanding of the technology landscape and the strategic thinking skills to lead technology initiatives, manage teams and projects, and communicate effectively with both technical and non-technical stakeholders. Through a rigorous and relevant curriculum that emphasizes experiential learning, students gain hands-on experience working with industry partners and developing solutions to real-world challenges.",https://sps.columbia.edu/academics/masters/information-technology,,Master's,Master of Science in Information Technology,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['Economic and Political Development (EPD)', 'Energy and Environment (EE)', 'Human Rights and Humanitarian Policy (HRHP)', 'International Finance and Economic Policy (IFEP)', 'International Security Policy (ISP)', 'Urban and Social Policy (USP)']","The two-year Master of International Affairs (MIA) degree program provides students with the substantive knowledge, practical skills, and real-world experience to address the major challenges of international affairs. The MIA program is distinguished by its deep, interdisciplinary curriculum; its dynamic, international student body; and its location in the heart of New York City. Students take a wide range of courses across SIPA’s six concentrations and six specializations. They also benefit from robust career services and a supportive alumni network. SIPA’s curriculum is built on a foundation of three core courses: one in international politics, one in international economics, and one in quantitative analysis. Students learn to think critically and analytically about the world’s most pressing challenges. Beyond this core, students pursue a concentration and a specialization that aligns with their professional goals. They may also take a wide variety of courses at SIPA and across Columbia University. A professional development course and a capstone workshop further equip MIA graduates with the practical skills they need to succeed in the workplace. Students in the MIA program must also demonstrate proficiency in a modern language other than English before they graduate.",https://www.sipa.columbia.edu/academics/programs/master-international-affairs,,Master's,Master of International Affairs,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,,,,,Master of Science in Peace Studies and Conflict Resolution,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The Master of Science program in occupational therapy is a two-year, full-time program. Our program is ranked among the top programs in the nation by U.S. News & World Report. We educate students to become occupational therapists who promote health and well-being through occupation for all people, populations, and communities. We prepare students to be leaders and agents of change. Our graduates provide effective, evidence-based, and culturally-relevant occupational therapy services. Our curriculum combines a sound theoretical base with clinical application and research. We emphasize the importance of professional reasoning, interprofessional collaboration, and social justice. The curriculum is based upon three threads: 1) theoretical and evidence-based knowledge; 2) clinical and professional skills; and 3) professional identity and responsibility. Students participate in coursework and integrated fieldwork that takes place in a variety of settings such as clinics, schools, and community centers. Full-time, direct-care fieldwork experiences are a required part of the program, allowing students to develop their clinical skills with diverse populations.",https://www.vagelos.columbia.edu/education/academic-programs/programs-occupational-therapy/ms-occupational-therapy,"The entry-level occupational therapy master’s degree program at Columbia University is accredited by the Accreditation Council for Occupational Therapy Education (ACOTE) of the American Occupational Therapy Association (AOTA), located at 6116 Executive Boulevard, Suite 200, North Bethesda, MD 20852-4929. ACOTE’s telephone number c/o AOTA is (301) 652-AOTA and its Web address is www.acoteonline.org.",Masters,Master of Science in Occupational Therapy,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,,,,,Master of Laws in Advanced Legal Research,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"American Studies, Ancient Studies, Classical and Ancient Near Eastern Studies, East Asian Studies, Film and Media Studies, Human Rights Studies, Islamic Studies, Jewish Studies, Medieval and Renaissance Studies, Middle Eastern, South Asian, and African Studies, Modern European Studies, Religion, Russian, Eurasian, and East European Studies, Social Sciences, Women's, Gender, and Sexuality Studies, Self-designed ad hoc concentration","The M.A. program in Liberal Studies offers students the opportunity to pursue interdisciplinary study in the humanities, the social sciences, and the natural sciences within a flexible framework that unites the academic rigor of a traditional master’s degree with the dynamism of a liberal arts education. The program is designed to serve a range of students: those who wish to create an interdisciplinary program of study with a view toward a PhD; those who wish to obtain a master’s degree for professional advancement; and those who wish to pursue a graduate degree for personal enrichment. In consultation with a faculty advisor, students design an individualized, thirty-credit course of study based on their specific academic interests.",https://gsas.columbia.edu/degree-programs/ma-programs/liberal-studies,,MA,Master of Arts in Liberal Arts and Humanities,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,The Applied Mathematics Program offers a course of study leading to a Master of Science degree in applied mathematics. The program is designed to provide a strong foundation in the fundamental areas of applied mathematics while allowing the student to specialize in a particular area of interest. The program is intended for students who wish to build a strong foundation in applied mathematics for a career in industry or to prepare for a Ph.D. program in an applied mathematics-related field. The program is flexible and can be tailored to meet the individual needs of the student.,https://www.apam.columbia.edu/ms-applied-mathematics,,Master of Science,Master of Science in Computational and Applied Mathematics,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,,,,,Master of Science in Data Analytics,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['Data Science and Entrepreneurship', 'Financial and Business Analytics', 'New Media', 'Sense, Collect and Move Data', 'Smart Cities', 'Health Analytics', 'Personalized Track', 'Certification in Entrepreneurship with the Columbia Business School']","The Master of Science in Data Science allows students to apply data science techniques to their field of interest. They can do this by completing a master’s project or thesis, or by taking additional elective courses in a wide variety of subjects at Columbia. The Data Science Institute at Columbia University is a world-leading institution in research and education in the theory and practice of data science. The Master of Science in Data Science is a 30-credit-hour program, which provides rigorous training in data science theory and methods, and gives students the opportunity to apply these methods to a domain of interest. The MS in Data Science program is a part of the Data Science Institute (DSI) at Columbia University. DSI is a collaboration of more than 400 faculty from 18 different schools, institutes, and centers across the university. The Institute provides a vibrant and interdisciplinary intellectual community for its students, and access to world-class faculty and research in data science. The program is designed for students with a background in a quantitative or computational field, and who are interested in a career in data science. Students will learn the fundamentals of data science, including machine learning, statistical modeling, data visualization, and data ethics. They will also have the opportunity to take elective courses in a wide variety of subjects, and to complete a capstone project or a thesis. The program is flexible and can be completed in two or three semesters of full-time study. Students can also choose to study part-time and complete the program in up to four years.",https://datascience.columbia.edu/education/master-of-science/,,Masters,Master of Science in Data Science,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"Mathematics Track, Statistics Track","The Departments of Mathematics and Statistics offer a joint Master of Science program. The program is designed for students who want to acquire a strong background in mathematics and statistics and to learn how to apply this knowledge to various fields. The program has two tracks: one in mathematics and one in statistics. Students in the mathematics track take more courses in pure and applied mathematics, while students in the statistics track take more courses in probability and statistics. Both tracks require a master’s thesis.",https://stat.columbia.edu/ms-in-mathematics-and-statistics/,,,Master of Science in Mathematics and Statistics,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"Standard Track, Quantitative Finance Track, Data Science Track","The M.A. in Statistics program at Columbia has been redesigned to prepare students for the contemporary data-driven world. The program provides a mixture of a strong theoretical foundation with the flexibility in coursework that allows students to focus on their interests. The M.A. program offers several tracks that allow students to focus on a particular area of statistics. The program can be completed in two to four semesters. Many students in our M.A. program choose to do an internship after their second semester, during the summer. Upon completion of the M.A. in Statistics degree, students will have gained a deep understanding in advanced statistical theory and methods, statistical modeling and computation, and data analysis. The skills gained from the rigorous curriculum in our M.A. program have allowed our students to successfully find employment in a variety of fields, such as technology, finance, insurance, pharmaceuticals, and many more. In addition, our M.A. students are well-prepared for Ph.D. programs in Statistics, Biostatistics and other related fields.",http://stat.columbia.edu/ma-programs/master-of-arts-in-statistics/,,,Master of Science in Statistics,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The Master of Science in Nursing (MS in Nursing) MDE program is for students who have a non-nursing bachelor's degree and want to become a registered nurse (RN). This full-time, 15-month, four-semester program is designed to provide a strong foundation in nursing science to deliver effective, evidence-based care. The curriculum is comprised of graduate-level nursing theory courses, and clinical simulation experiences in our state-of-the-art simulation center and includes a variety of clinical practice experiences in various specialties. Upon successful completion of the MDE program, students will earn a Master of Science in Nursing, be eligible to take the National Council Licensure Examination (NCLEX) for registered nurses, and are eligible to apply to one of our Doctor of Nursing Practice (DNP) programs or our PhD in Nursing program.",https://www.nursing.columbia.edu/academics/programs/masters-direct-entry-mde-program-non-nurses,"The master's degree program in nursing, Doctor of Nursing Practice program, and post-graduate APRN certificate programs at Columbia University School of Nursing are accredited by the Commission on Collegiate Nursing Education (http://www.ccneaccreditation.org).",Master's,Master of Science in Nursing,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,,,,,Master of Science in Nutrition Studies,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"Acting, Directing, Dramaturgy, Playwriting, Stage Management, Theatre Management & Producing","The Theatre Program at Columbia University School of the Arts offers MFA degrees in Acting, Directing, Dramaturgy, Playwriting, Stage Management, and Theatre Management & Producing. The Theatre Program is a graduate program, offering a Master of Fine Arts degree; it is not a conservatory, although it incorporates conservatory training. It is a community of distinct, yet allied, disciplines, where students and faculty join forces to develop and investigate the theatre of today and tomorrow. The Program is structured to advance the development of the total artist, and to this end provides a diversity of study and production experience. The three-year program of study culminates in a thesis production or a research thesis. With a world-class faculty of professional artists and a distinguished guest-artist series, the Theatre Program offers each student the foundation for a life in the theatre.",https://arts.columbia.edu/theatre,,MFA,Master of Fine Arts in Drama and Theatre Production,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['Acting', 'Directing', 'Dramaturgy', 'Playwriting', 'Stage Management', 'Theatre Management & Producing']","The Columbia University School of the Arts Theatre Program is an internationally renowned graduate training program. We offer Master of Fine Arts degrees in Acting, Directing, Dramaturgy, Playwriting, Stage Management, and Theatre Management & Producing. The Theatre Program is a cluster of interrelated disciplines, and our curriculum is likewise integrated. All students take a core curriculum of theatre history, theory, and criticism, as well as a professional development seminar that prepares them for their careers after graduation. We seek to foster an environment of collaboration and mutual respect, and we are committed to building a diverse community of artists and scholars.",https://arts.columbia.edu/theatre,,MFA,Master of Fine Arts in Performing Arts,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The MA in Philosophy is a terminal degree program designed for students who want to develop their philosophical knowledge and skills, but who are not planning to go on to a doctoral program in philosophy. The program is ideal for students who want to explore philosophy as a possible career path, or who want to pursue their interest in philosophy before choosing another profession. It is also suitable for students who believe a deeper understanding of philosophy would be beneficial to their chosen career path, for instance, in law or public policy. The program draws on the strengths of the philosophy departments of both Columbia and Barnard. Students in the program take the same courses as doctoral students, and work with the same faculty. However, the program has different requirements and funding from the PhD program. Note that the program does not offer financial aid; students must be able to finance the full cost of the degree. Students in this program are not eligible to receive the MA degree en route to the PhD.",https://gsas.columbia.edu/degree-programs/ma-programs/philosophy,,MA,Master of Arts in Philosophy,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The terminal Master of Science (M.S.) program in Astronomy and Astrophysics is a two year degree program designed for students who desire a graduate-level education in astronomy and astrophysics but do not intend to pursue a Ph.D. in the subject. The program addresses the needs of two principal groups of students: (1) those who seek to strengthen their background in the field in preparation for a variety of careers, including teaching, science writing, work at museums and planetaria, or technical/computational work at national labs and in industry; and (2) those who wish to enhance their standing for admission to a Ph.D. program in astronomy. Students interested in pursuing a Ph.D. in Astronomy and Astrophysics at Columbia University should apply directly to the Ph.D. program. There is no direct path for M.S. students to enter the Ph.D. program at Columbia; they must apply separately to the Ph.D. program at the end of their studies. The M.S. program is administered by the Department of Astronomy and is a program of Columbia’s Graduate School of Arts and Sciences.",http://www.astro.columbia.edu/academics/graduate-program/masters-science-program,,Master of Science,Master of Science in Astronomy and Astrophysics,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,,,,,Master of Science in Physical Sciences,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,,,,,Master of Science in Physics,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['American Politics', 'Comparative Politics', 'International Relations', 'Political Theory']","The free-standing M.A. program in Political Science provides a vibrant and challenging course of study for students who have completed their undergraduate degrees and seek to pursue a graduate education in political science. Students in the M.A. program enjoy the opportunity to study with the department’s distinguished and diverse faculty. The small size of the program allows for close interaction between M.A. students and faculty members. The Department of Political Science at Columbia University is one of the oldest and most respected centers of political inquiry in the country. Our M.A. students are an integral part of our departmental life, and go on to careers in government, the private sector, non-governmental organizations, and academia. M.A. students are offered comprehensive support from the department from the time of their arrival on campus to their graduation, and they are encouraged to take an active role in the rich intellectual and social life of the department.",https://polisci.columbia.edu/content/ma-program,,Master of Arts,Master of Arts in Political Science and Government,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The Department of Psychology offers a Master of Arts program that provides a broad foundation in psychology. The program offers courses in cognitive, developmental, personality, and social psychology as well as in cognitive neuroscience and the neuro-biological basis of behavior. This is NOT a program in clinical, counseling, school, or industrial-organizational psychology. Although the program is not specifically designed to lead to the Ph.D. program at Columbia, M.A. degree recipients who are admitted to the doctoral program may be granted up to 30 points of advanced standing toward the Ph.D.",https://psychology.columbia.edu/content/ma-program,,Master of Arts,Master of Arts in Experimental Psychology,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
Management,"SIPA’s two-year Master of Public Administration (MPA) program gives students the skills and knowledge to be effective public service professionals in a variety of settings. Students in the MPA program develop a strong foundation in public management and evidence-based policy analysis, and they learn to apply it to the world's most challenging problems. The MPA curriculum combines a rigorous course of study with practical, hands-on experience, providing graduates the tools to make a difference in local, national, and international policy arenas.",https://www.sipa.columbia.edu/academics/programs/master-public-administration,"The Master of Public Administration program at SIPA is accredited by the Network of Schools of Public Policy, Affairs, and Administration (NASPAA).",Master's,Master of Public Administration in Non-Profit and Public Management,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['Economic and Political Development (EPD)', 'Energy and Environment (EE)', 'Human Rights and Humanitarian Policy (HRHP)', 'International Finance and Economic Policy (IFEP)', 'International Security Policy (ISP)', 'Urban and Social Policy (USP)']","The two-year Master of Public Administration (MPA) program at SIPA provides students with the skills and knowledge to be effective public service professionals in local, state, and federal government, as well as in nonprofit organizations and the private sector. Through a rigorous and interdisciplinary curriculum, students become equipped to address the most pressing policy challenges of our time. Core courses build a foundation of essential skills in management, economics, and quantitative analysis, while a wide range of concentration and specialization options allow students to tailor their studies to their specific interests and career goals. Students also gain hands-on experience through a required professional internship, and they apply their knowledge to a real-world policy problem in a final Capstone Workshop.",https://www.sipa.columbia.edu/academics/programs/master-public-administration,"The Master of Public Administration (MPA) program at Columbia SIPA is accredited by the Network of Schools of Public Policy, Affairs, and Administration (NASPAA).",Master's,Master of Public Administration,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"Community and Economic Development, International Planning and Development, Built Environment, Urban Analytics","The Master of Science in Urban Planning (M.S.UP) program at Columbia GSAPP is centered on the future of cities. Its goal is to train a new generation of planners to work with communities to shape more equitable, livable, and sustainable futures. The curriculum is built around the core values of social and racial justice, environmental sustainability, and the global-local context for planning. The program equips students with the analytical skills and substantive knowledge they need to address complex problems and develop innovative, community-based solutions. Through a core curriculum, students learn to analyze urban and regional dynamics; develop and evaluate policies and plans; and communicate ideas and proposals to diverse audiences. The program’s location in New York City provides an unparalleled opportunity for students to engage with a wide range of planning issues and practices in one of the world’s most dynamic urban environments. The program’s faculty are leading scholars and practitioners in the field, who bring a wealth of experience and expertise to the classroom. The program’s alumni are leaders in the public, private, and non-profit sectors, who are making a difference in communities around the world. The M.S.UP program is a two-year, 60-credit program that is fully accredited by the Planning Accreditation Board. The program is STEM-designated, which allows international students to apply for a 24-month extension of their Optional Practical Training (OPT).",https://www.arch.columbia.edu/programs/1-master-of-science-in-urban-planning,"The M.S.UP program is a two-year, 60-credit program that is fully accredited by the Planning Accreditation Board.",,"Master of Science in Urban, Community and Regional Planning","The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The two-year Master of Public Health (MPH) degree in Environmental Health Sciences provides students with a solid foundation in the field of environmental health, including toxicology, epidemiology, and risk assessment, as well as an introduction to basic public health disciplines such as biostatistics, epidemiology, and management and policy. With this foundation, students can begin to specialize in an area of environmental health that is of particular interest to them, pursuing more focused coursework in their second year. Upon completion of the MPH degree in Environmental Health Sciences, graduates are able to: Describe the genetic, physiologic and psychosocial factors that affect susceptibility to adverse health outcomes following exposure to environmental hazards. Describe the major chemical, physical, and biological agents that are the basis for human disease, and understand the transport and transformation of agents in the environment and the routes of human exposure. Understand the mechanisms of toxicity for the major classes of environmental chemicals and the major disease processes that result from these exposures, including cancer, developmental and reproductive toxicity, neurotoxicity, and immune system toxicity. Understand the basis of risk assessment, including hazard identification, dose response assessment, and risk characterization and be able to apply this knowledge to the development of risk management strategies and environmental policy. Understand the structure of regulatory agencies and the legal framework for environmental protection at the federal, state, and local level.",https://www.publichealth.columbia.edu/academics/departments/environmental-health-sciences/master-public-health,The Mailman School of Public Health is accredited by the Council on Education for Public Health (CEPH). CEPH is an independent agency recognized by the U.S. Department of Education to accredit schools of public health and public health programs outside schools of public health.,Master's,Master of Public Health in Environmental Health,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
