Concentration name,description,program website url,Accreditation status,level,Program name,Program Page url,Level
"Ancient Near Eastern Civilizations (including Assyriology, Hittitology, and Northwest Semitic studies); Arabic; Armenian; Egyptology; Iranian (including Islamic studies); Jewish Studies; Semitics; and Turkic (including Central Asian studies)","The Department of Near Eastern Languages and Cultures offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Near Eastern Languages and Cultures. Preparation for the Master of Arts and the Ph.D. in Near Eastern Languages and Cultures is designed to provide students with a comprehensive knowledge of the languages and literatures of the Near East. The department offers several areas of concentration: Ancient Near Eastern Civilizations (including Assyriology, Hittitology, and Northwest Semitic studies); Arabic; Armenian; Egyptology; Iranian (including Islamic studies); Jewish Studies; Semitics; and Turkic (including Central Asian studies). Students may also work in the area of Middle Eastern Studies.",https://grad.ucla.edu/programs/humanities/near-eastern-languages-cultures/,,,Master of Arts in Near Eastern Languages and Cultures,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",Master of Arts (MA)
Ancient Near Eastern Civilizations; Arabic and Islamic Studies; Armenian Studies; Egyptology; Iranian Studies; Jewish Studies; Levantine Studies; Semitics; and Turkic Studies,"The primary purpose of the graduate program is to train scholars to teach and do research in the languages and cultures of the Near East. The training focuses on the philological and linguistic aspects of the languages of the region and the critical analysis of their literatures. This core training is intended to provide the necessary tools for research in history, religious studies, archaeology, and other fields in the humanities and social sciences. Students may specialize in one of the following: Ancient Near Eastern Civilizations (including Assyriology, Hittitology, and Northwest Semitic Studies); Arabic and Islamic Studies (including Classical and Modern Arabic literature and Islamic religious and intellectual history); Armenian Studies; Egyptology; Iranian Studies (including pre-Islamic and Islamic history and literature); Jewish Studies (including Bible and Rabbinics, Modern Hebrew literature and Hebrew-speaking cultures); Levantine Studies (including archaeology of the Southern Levant); Semitics; and Turkic Studies (including Ottoman and modern Turkish history and literature).",https://grad.ucla.edu/programs/humanities/near-eastern-languages-and-cultures/,,,PhD in Near Eastern Languages and Cultures,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Neuroscience Ph.D. Program is a member of the Graduate Programs in Bioscience (GPB) which is an umbrella organization of 11 Ph.D. programs. Students apply to the program through the Graduate Programs in Bioscience. All students who are admitted to the Neuroscience Ph.D. Program are fully supported. During the first year, students take courses in the core curriculum and complete three laboratory rotations. At the end of the first year, students choose a research mentor and join a laboratory. Neuroscience students can choose from over 150 faculty mentors. Research in Neuroscience at UCLA is very broad, and the Neuroscience Ph.D. program allows students to pursue research in many different areas. These include: molecular, cellular, and developmental neuroscience; systems neuroscience; and behavioral and cognitive neuroscience.",http://www.neuroscience.ucla.edu/,,,PhD in Neuroscience,https://grad.ucla.edu/programs/david-geffen-school-of-medicine/neuroscience/,
"Master’s Entry Clinical Nurse (MECN), Advanced Practice Registered Nurse (APRN) (Specialties: Adult/Gerontology Primary Care Nurse Practitioner, Adult/Gerontology Acute Care Nurse Practitioner, Family Nurse Practitioner, Pediatric Nurse Practitioner Primary Care, Pediatric Nurse Practitioner Acute Care)","The UCLA School of Nursing offers a Master of Science in Nursing (MSN) degree to two groups of students: those with a natural science or social science degree in another field who want to become a registered nurse (MECN) and those who have a BSN degree and want to become an advanced practice nurse (APRN). The MECN program is a two-year pre-licensure program designed for students with a bachelor’s degree in a non-nursing field, preparing them for the NCLEX-RN and clinical leadership. The APRN program is designed for registered nurses with a Bachelor of Science in Nursing (BSN) who wish to prepare for roles as Nurse Practitioners or Clinical Nurse Specialists in specific populations.",https://www.nursing.ucla.edu/academics/master-science-nursing,The master's degree program in nursing at the UCLA School of Nursing is accredited by the Commission on Collegiate Nursing Education (CCNE).,,Master of Science in Nursing,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The PhD program in the School of Nursing at UCLA is designed to prepare scientists who will conduct research to improve the health of individuals and populations and to prepare nurse educators for the role of faculty. Research is the core of the program and builds on the strong clinical and research backgrounds of our faculty. The PhD program offers a curriculum that builds on previous knowledge and experience, provides a foundation in nursing science and research methodology, and allows for the pursuit of individual research interests.",https://nursing.ucla.edu/programs-admissions/academic-programs/doctor-philosophy,,,PhD in Nursing,https://www.nursing.columbia.edu/academics/academic-programs,
"Adult-Gerontology Primary Care Nurse Practitioner (AGPCNP), Family Nurse Practitioner (FNP), and Pediatric Nurse Practitioner - Primary Care (PNP-PC)","The Post-BSN to DNP pathway is designed for nurses who have earned a Bachelor of Science in Nursing and seek to achieve a Doctor of Nursing Practice degree without first obtaining a separate Master of Science in Nursing degree. The BSN to DNP pathway provides students with the clinical expertise and leadership skills needed to improve health outcomes and provide high-level care for individuals and populations. The curriculum focuses on clinical practice, leadership, health policy, and evidence-based practice.",https://www.nursing.ucla.edu/programs-admissions/academic-programs/post-bsn-dnp-program,The Doctor of Nursing Practice program at the UCLA School of Nursing is accredited by the Commission on Collegiate Nursing Education (CCNE).,,Doctor of Nursing Practice,https://www.nursing.ucla.edu/programs-admissions/academic-programs/post-bsn-dnp-program,Doctoral
,"The Oral Biology Ph.D. program is designed for students whose primary interest is in a research and/or teaching career in oral biology or a related field. The objective of the program is to provide students with a sound theoretical background in the biological sciences and with the research skills and knowledge to enable them to conduct independent research on problems related to oral health and disease. Students take courses in the basic sciences as well as in oral biology. Areas of study include, but are not limited to, immunology, microbiology, developmental biology, cell biology, molecular biology, and neuroscience.",https://dentistry.ucla.edu/academics-admissions/postgraduate-programs/oral-biology-graduate-program,,,PhD in Oral Biology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",PhD
,"The Department of Philosophy offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Philosophy. The department does not admit students whose goal is only the M.A. degree. The Ph.D. program is designed to develop the student’s ability to do original and creative research in philosophy. The program is structured to give students a broad knowledge of the history of philosophy and of its various fields, as well as an intensive knowledge of the area of their specialization. Students are encouraged to pursue their studies in a way that relates philosophy to other disciplines.",https://grad.ucla.edu/programs/humanities/philosophy/,,,PhD in Philosophy,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The department offers the Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees in Physics. The graduate program in physics at UCLA is designed to provide students with a broad and deep understanding of the fundamental principles of physics and their application to a variety of physical systems. It is also intended to develop their ability to conduct original research. The department offers a wide range of research opportunities in Atomic, Molecular, and Optical Physics; Biophysics; Condensed Matter Physics; Elementary Particle Physics; Plasma Physics; and Nuclear Physics.",https://grad.ucla.edu/programs/physical-sciences/physics-and-astronomy-department/physics/,,,Master of Science in Physics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Department of Physics and Astronomy offers the Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees in Physics. The program is designed to provide students with a broad knowledge of the various fields of physics and a thorough grounding in the theoretical and experimental foundations of the subject. It also provides students with the opportunity to perform original research in one of the many areas of physics in which the department's faculty is active. The primary goal of the graduate program in Physics is to train students for careers in research and teaching at the university level, or for research and development positions in government or industry.",https://grad.ucla.edu/programs/physical-sciences/physics-and-astronomy-department/physics/,,,PhD in Physics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",PhD
"Molecular Imaging, Medical Imaging, Therapeutic Medical Physics, and Medical Health Physics","The Physics and Biology in Medicine graduate program (formerly Medical Physics) is organized around four research areas: Molecular Imaging, Medical Imaging, Therapeutic Medical Physics, and Medical Health Physics. Students in the program receive training in the fundamental principles of physics and biology and the application of these principles to problems in medicine. The primary goal of the program is to prepare students for careers in research, teaching, and clinical service in the fields of medical physics and imaging.",https://grad.ucla.edu/programs/life-sciences/physics-biology-in-medicine/,The Medical Physics specialty is accredited by the Commission on Accreditation of Medical Physics Education Programs (CAMPEP).,,PhD in Physics and Biology in Medicine,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGdQOnL3y6TItDemthxjS8YP-ha0tDNfPRxJ3eItJqjQXWQOUGrjw3GF0RRWT0Xmn_LHhZs831h2aCZuQbuPMwrY-wxYHS-0o5fRP6zYhZqd6bemt4aexdM6e0sNeEZSjk7mNwY75JdSmkbCSC3Oi3fqvbKp5_uAZV_xpFBco1gSBi9HlDdUjBzvkQ3KJgLg0KLURqzBapCtZrz,PhD
,"The Master of Science (M.S.) degree in Physiological Science is a one-year program designed to provide students with a comprehensive foundation in physiological science and to prepare them for professional school or for careers in research or teaching. The program is designed to be completed in one academic year (three quarters) and includes core courses, electives, and a capstone project. Students will develop advanced knowledge of physiological systems and the molecular and cellular mechanisms that underlie them.",https://www.ibp.ucla.edu/graduate/ms-program/,,,Master of Science in Physiological Science,https://www.ibp.ucla.edu/undergraduate/commencement/,
"American Politics, Comparative Politics, International Relations, Methods and Models, Political Theory, and Race, Ethnicity and Politics","The Department of Political Science offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Political Science. The graduate program in political science is designed to train students for careers in research and teaching. The curriculum is focused on the Ph.D. degree. The M.A. degree is normally earned after the first one or two years of graduate study. In view of the research and teaching focus of the program, it is generally not suitable for students who wish to pursue a professional Master of Arts degree.",https://grad.ucla.edu/programs/social-sciences/political-science/,,,Master of Arts in Political Science,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",MA
"American Politics, Comparative Politics, International Relations, Methods and Models, Political Theory, and Race, Ethnicity, and Politics (REP)","The Ph.D. program is designed to train students for careers in research and teaching. The program offers training in six major fields: American Politics, Comparative Politics, International Relations, Methods and Models, Political Theory, and Race, Ethnicity, and Politics (REP).",https://grad.ucla.edu/programs/social-sciences/political-science/,,,PhD in Political Science,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Behavioral Neuroscience, Clinical, Cognitive, Developmental, Health Psychology, Learning and Behavior, Quantitative, Social","The Psychology Department’s Ph.D. program is designed to produce research scientists who will contribute to the growth of knowledge in psychology. The department does not offer a separate Master’s degree. Students are admitted to the Ph.D. program, and can earn a Master’s degree along the way. The program is full-time only.",http://www.psych.ucla.edu/,,,PhD in Psychology,https://grad.ucla.edu/requirements/?app=admission&major=0780,
,,,,,PhD in Public Affairs,https://publicaffairs.ucdenver.edu/research-and-impact/research-centers/center-for-policy-and-democracy,
Biostatistics,"The PhD program in Biostatistics prepares students for careers as independent investigators in academia, research institutes, government, or industry. Through the program, students will learn to develop and evaluate new statistical methods, and to apply these methods to address significant problems in the biological and health sciences.",https://ph.ucla.edu/degree-programs/doctorate-philosophy/phd-biostatistics,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,PhD in Public Health,https://ph.ucla.edu/degree-programs/doctorate-philosophy/phd-biostatistics,
,"The MPH for Health Professionals (MPH-HP) program is an executive-style program designed for individuals who already have a doctoral-level health professional degree (e.g., MD, DDS, DVM, PharmD, PhD) or who are in the final stages of their doctoral health professional training. The program provides health professionals with the knowledge and skills necessary to improve the health of populations. Students gain a broad understanding of the public health sciences, including epidemiology, biostatistics, environmental health, health policy and management, and social and behavioral sciences. The curriculum is designed to be completed in two years of part-time study, allowing students to continue their professional work while pursuing their degree. The program is offered in a hybrid format, with a combination of in-person and online instruction.",https://ph.ucla.edu/degree-programs/master-public-health/mph-health-professionals,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,Master of Public Health,https://ph.ucla.edu/degree-programs/master-public-health/mph-health-professionals,
"Community Health Sciences, Environmental Health Sciences, Health Policy and Management","The Doctor of Public Health (DrPH) is a schoolwide, interdepartmental professional degree. It is designed to prepare students for leadership roles in public health practice, including in government agencies, non-profit organizations, and the private sector. The DrPH program focuses on providing students with the advanced knowledge and skills needed to address complex public health challenges, lead multidisciplinary teams, and translate research into practice.",https://ph.ucla.edu/academics/doctoral-degrees/doctor-public-health-drph,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,Doctor of Public Health,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Biostatistics, Community Health Sciences, Environmental Health Sciences, Epidemiology, Health Policy and Management","The Master of Science (MS) degree programs are designed for students who are looking for a research-oriented career. MS degrees are offered in each of the Fielding School's five departments. Some of these programs are for students who have a professional degree (such as an MD) in a related field. MS students must complete a master’s thesis or a comprehensive exam, depending on the requirements of the student’s department.",https://ph.ucla.edu/academics/degrees/master-science-ms,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,Master of Science in Public Health,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Crime and Drug Policy, Education Policy, Environment and Sustainability, Health Policy, International Policy, Markets and Regulation, Nonprofit Management, Regional and Local Development, Social Policy, Transportation Policy, and Urban Policy","The UCLA Master of Public Policy (MPP) program offers a rigorous, interdisciplinary curriculum that prepares students to be effective leaders and practitioners in the policy world. Students develop a strong foundation in economic analysis, quantitative methods, and political processes, and they apply these tools to solve real-world problems through a year-long Applied Policy Project (APP) for a client in the public, private or nonprofit sector.",https://luskin.ucla.edu/public-policy/mpp,"The Master of Public Policy program is accredited by the Network of Schools of Public Policy, Affairs, and Administration (NASPAA).",,Master of Public Policy,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The UCLA Master of Quantitative Economics (MQE) is a STEM-certified program designed for students who want to become experts at analyzing data and solving complex problems in the global economy. In today’s data-driven world, economists need to be able to use data to tell a story and provide insights that lead to better decision-making. The MQE program provides students with the tools they need to succeed in a variety of careers, including finance, consulting, and data science. Our world-renowned faculty teach students how to apply economic theory to real-world problems. We also offer a variety of professional development opportunities, including internships and career coaching. If you are looking for a program that will challenge you and prepare you for a successful career in economics, the UCLA MQE program is the right choice for you.",https://master.econ.ucla.edu/,,,Master of Quantitative Economics,https://master.econ.ucla.edu/about-us/,Masters
,"The UCLA Scandinavian Section offers a program of graduate study leading to the M.A. and Ph.D. in Scandinavian. The program provides students with the opportunity to study the languages, literatures, and cultures of the Scandinavian countries in a broad European and global context. Students may focus their studies on any of the Scandinavian languages (Danish, Icelandic, Norwegian, Old Norse, or Swedish) and their respective literatures and cultures from the Middle Ages to the present.",https://scandinavian.ucla.edu/,,,Master of Arts in Scandinavian,https://grad.ucla.edu/programs/humanities/,
,"The Ph.D. program in Scandinavian is designed to provide students with a broad knowledge of Scandinavian literature, culture, and linguistics, as well as a high degree of specialization in a particular period or area of Scandinavian studies. The program offers students the opportunity to specialize in either a particular national literature or in Old Norse/Icelandic and medieval studies. The Ph.D. program is designed to prepare students for research and teaching at the university level. The program consists of two primary areas: Scandinavian Literature and Old Norse Studies, and is characterized by its interdisciplinarity and its strengths in film and media, environmental humanities, and gender and sexuality studies.",https://grad.ucla.edu/programs/humanities/scandinavian-department/,,,PhD in Scandinavian,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
Literature; Linguistics,"Our graduate program is designed to provide students with a comprehensive and rigorous training in Slavic, East European, and Eurasian languages, literatures, and cultures. We offer both M.A. and Ph.D. degrees, with tracks in Literature and Linguistics. Our curriculum is tailored to the individual interests and goals of our students, while ensuring a broad and deep understanding of the field. Students work closely with our world-class faculty, who are leading scholars in their respective areas of expertise.",https://slavic.ucla.edu/graduate/,,,"Master of Arts in Slavic, East European and Eurasian Languages and Cultures","The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Russian literature, Slavic linguistics, and literatures and cultures of Central and Southeast Europe","The graduate program in Slavic, East European, and Eurasian Languages and Cultures is designed to provide students with a broad and rigorous training in the languages, literatures, and cultures of the Slavic world and the broader Eurasian region. Students may specialize in Russian literature, Slavic linguistics, or the literatures and cultures of Central and Southeast Europe. The program is designed to prepare students for careers in research and teaching at the university level, as well as for other professional paths that require high-level expertise in the region.",https://catalog.registrar.ucla.edu/major/2024/slaviceasteuropeanandeurasianlanguagesandculturesmacphilphd?siteYear=2024,,,"PhD in Slavic, East European and Eurasian Languages and Cultures",https://catalog.registrar.ucla.edu/major/2024/slaviceasteuropeanandeurasianlanguagesandculturesmacphilphd?siteYear=2024,
,"The Master of Social Science (MaSS) program is an intensive one-year program that provides students with a rigorous foundation in social science research and theory. MaSS is designed for students who want to develop their research skills and explore new areas of social science, whether they are preparing for a PhD or looking to enter the workforce.",http://mass.ucla.edu/,,,Master of Social Science,https://grad.ucla.edu/requirements/?app=admission&major=00BH,
Child and Family Well-Being; Health and Well-Being Across the Lifespan; Social and Economic Justice,"The Master of Social Welfare (MSW) program at UCLA Luskin prepares students for leadership in the profession of social work. The program is designed to train students to work with individuals, families, groups, organizations, and communities, providing a solid foundation in social work values, ethics, and practices. Field education serves as the “signature pedagogy” of the program, offering an intensive, supervised learning experience where students transition from the classroom to becoming practitioners in the community. During their field placements, students apply the theories and skills they learn in the classroom to real-world settings under the guidance of experienced social work professionals.",https://luskin.ucla.edu/social-welfare/msw,The MSW program is fully accredited by the Council on Social Work Education (CSWE).,,Master of Social Welfare,https://luskin.ucla.edu/social-welfare/msw/field-education,Masters
,"Social welfare at UCLA Luskin is a diverse and multidisciplinary field that examines how we can meet the needs of all members of society, particularly those who are marginalized or vulnerable. Our curriculum covers diverse research areas, including health and behavioral health, aging, children and families, globalization and social justice, mental health, and more. Through a combination of rigorous coursework, independent research, and mentorship from world-renowned faculty, students will develop the skills and expertise needed to become leaders in the field and to create positive social change. If you’re ready to take the next step in your academic journey and make a real-world impact, we invite you to explore the PhD in Social Welfare at UCLA Luskin.",https://luskin.ucla.edu/social-welfare/phd-social-welfare,,,PhD in Social Welfare,https://luskin.ucla.edu/social-welfare/phd-social-welfare,
,"The Sociology Department is one of the premier departments in the world. It is known for its strengths in both theory and research. It offers a curriculum that covers a wide range of sociological interests, including: comparative and historical sociology; conversation analysis; culture; demography; development; ethnography; gender; international migration; mathematical sociology; medical sociology; political sociology; race and ethnicity; social networks; social psychology; social stratification; sociology of education; sociology of family; and sociology of religion.",https://sociology.ucla.edu,,,PhD in Sociology,https://grad.ucla.edu/programs/social-sciences/sociology/,
Spanish and Spanish American Literature; Luso-Brazilian Literature; Spanish and Portuguese Linguistics,"The department offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Spanish. In the M.A. program, students may choose one of the following fields: (1) Spanish and Spanish American Literature; (2) Luso-Brazilian Literature; or (3) Spanish and Portuguese Linguistics. The Ph.D. program allows for further specialization in these fields.",https://grad.ucla.edu/programs/humanities/spanish-portuguese-department/spanish/,,,Master of Arts in Spanish,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The M.S. program is intended to provide a solid foundation in the theory and practice of statistics. It is designed to prepare students for careers in industry or government, or for further graduate study. The program offers a balance between theory and applications, and students have the opportunity to participate in research projects and gain experience in statistical consulting.",https://grad.ucla.edu/programs/physical-sciences/statistics-department/statistics/,,,Master of Science in Statistics,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEtw7Vkd1FXCHEmFsGqj9gtQg2rjQ1WEDPKngFd0Zv6ikZX_NTnWmRseYhGAZLkAR4iyFMsQXVn1JPECClV53y5nH7q_jv4tcmYqFGeJWvfFXnzkQcg9oiahzKNRT92UGpaxyEcVRQyB2rlSZdgo55Tc28=,
,"The Department of Statistics offers a program of study and research leading to the PhD degree in Statistics. The doctoral program is designed to provide students with a solid foundation in the theory and practice of statistics. It aims to prepare students for careers in research and teaching at the university level, as well as for high-level research positions in government and industry.",https://statistics.ucla.edu/academics/graduate/phd-program/,,,PhD in Statistics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Acting, Design for Theater and Entertainment, Directing, Playwriting","The Department of Theater offers the Master of Fine Arts (M.F.A.) degree in Theater. The program is designed to prepare students for professional careers in the theater and related media. Students must specialize in one of the following concentrations: Acting, Design for Theater and Entertainment, Directing, or Playwriting.",https://grad.ucla.edu/programs/school-of-theater-film-and-television/theater-mfa/,The Department of Theater is an accredited institutional member of the National Association of Schools of Theatre (NAST).,,Master of Fine Arts in Theater,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Ph.D. in Theater and Performance Studies at the UCLA School of Theater, Film and Television is a premier program that focuses on the study of theater, performance, and digital media in their cultural and historical contexts. The program provides a rigorous academic environment for students to develop their research and writing skills, and to engage with the faculty’s diverse areas of expertise. Drawing on the resources of a great research university and the School’s status as a leading professional school of theater, film, and television, the program trains scholars and scholar-artists to take their place at the forefront of the discipline.",https://www.tft.ucla.edu/programs/theater-performance-studies-phd/,,,PhD in Theater,https://www.tft.ucla.edu/programs/theater-performance-studies-phd/apply-to-theater-performance-studies-phd/,
,"The Department of Urban Planning at the UCLA Luskin School of Public Affairs and the Urban School at Sciences Po (Institut d’Études Politiques de Paris) have a dual degree program. This program is for students who want to focus on the comparison of urban issues and planning in two international contexts, in the US and in Europe/globally. Students earn two degrees: the Master of Urban and Regional Planning (MURP) from UCLA and the Master in Governing the Large Metropolis (GLM) from Sciences Po. Students spend their first year at UCLA and their second year at Sciences Po.",https://luskin.ucla.edu/urban-planning/sciences-po-dual-degree,The Master of Urban and Regional Planning (MURP) program at UCLA is fully accredited by the Planning Accreditation Board.,,Master of Urban and Regional Planning,https://grad.ucla.edu/programs/school-of-public-affairs/urban-planning-department/urban-and-regional-planning-institut-detudes-de-paris/,
"Environmental Analysis and Policy, Housing and Community Development, Regional and International Development, Transportation Policy and Planning, Urban Design","The PhD program in Urban Planning at UCLA Luskin is one of the top programs of its kind in the nation. Our students are trained to be leading researchers, teachers, and practitioners in the field of urban planning. The Doctor of Philosophy in Urban Planning degree is awarded to students who have demonstrated the potential for significant contributions to the field of urban planning through the production of original research. It is intended for students who wish to pursue careers in research and teaching, or in positions of leadership in public, private, or non-profit organizations.",https://luskin.ucla.edu/urban-planning/urban-planning-phd,,,PhD in Urban and Regional Planning,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
Screenwriting,"The UCLA MFA Screenwriting Program offers a rigorous two-year curriculum that provides students with the tools to develop their unique voices as storytellers for the screen. The program is designed to foster creative growth and professional preparation. Students write several feature-length screenplays and television scripts, participating in small workshop-style classes that emphasize critical feedback and peer review. In addition to core screenwriting workshops, students take courses in film history and theory, as well as elective courses in other areas of film and television production.",https://www.tft.ucla.edu/programs/film-tv-digital-media-department/graduate-degrees/mfa-screenwriting/,,,Specialization in Screenwriting,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",MFA
,"The specialization in jazz is available to Music majors who are interested in pursuing a curriculum that balances jazz-related studies with their classical performance requirements. Students are required to take 12 to 14 units, including Music 140A, 140B, 140C, and 8 units from 174A through 174F. Students may also complete 4 units of Music 173.",https://schoolofmusic.ucla.edu/academics/departments/music/music-ba/,,,Specialization in Jazz,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
Specialization in the Ecology and Evolution of Medicine,"The Specialization in the Ecology and Evolution of Medicine (EEM) is designed for graduate students who wish to apply the conceptual and methodological tools of ecology and evolutionary biology to problems in medical research. The program focuses on the study of how evolutionary and ecological processes influence disease dynamics, human health, and medical outcomes. Students in the specialization acquire expertise in areas such as pathogen evolution, antibiotic resistance, the evolution of aging, disease ecology, and human genetics. The specialization typically requires the completion of core coursework in EEM, participation in specific seminars, and the integration of these perspectives into the student's research and doctoral dissertation.",https://www.eeb.ucla.edu/wp-content/uploads/sites/171/2026/01/25-26-AY-EEB-Graduate-Handbook-1.pdf,,,Specialization in the Ecology and Evolution of Medicine,https://www.eeb.ucla.edu/wp-content/uploads/sites/171/2026/01/25-26-AY-EEB-Graduate-Handbook-1.pdf,PhD
American Indian Studies,"The Graduate Concentration in American Indian Studies is designed for students who are already enrolled in a UCLA PhD or MFA program. The concentration allows students to supplement their primary field of study with a formal recognition of their work in American Indian Studies. It provides an opportunity for students to engage with a community of scholars and to develop expertise in indigenous histories, cultures, and political issues.",https://amindian.ucla.edu/graduate/concentration/,,,Concentration in American Indian Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
Asian American Studies,"The Asian American Studies Department offers a graduate concentration in Asian American Studies. This concentration is designed for students who are currently enrolled in a UCLA graduate or professional degree program (M.A., M.S., Ph.D., M.F.A., etc.) and who wish to develop a specialization in Asian American Studies. The concentration provides students with the opportunity to engage in interdisciplinary study of Asian American and Pacific Islander experiences, histories, and communities, while completing their primary degree requirements.",https://asianam.ucla.edu/graduate/graduate-concentration/,,,Concentration in Asian American Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",Graduate Concentration
Graduate Concentration in Gender Studies,The Graduate Concentration in Gender Studies is designed for students enrolled in Ph.D. or M.F.A. programs at UCLA. It offers students the opportunity to develop their research and professional profiles through the interdisciplinary study of gender and sexuality.,https://genderstudies.ucla.edu/graduate/concentration/,,,Concentration in Gender Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,,,,,Concentration in Public Administration,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,The UCLA Graduate Certificate in Digital Humanities is designed for students who are currently enrolled in a graduate program at UCLA. The program is intended to give students a set of skills and a community of practice to explore how new media and digital technologies both facilitate and transform research in the humanities and social sciences. The program provides students with a formal credential in Digital Humanities and recognizes their achievements in the field. Students who complete the Certificate will have developed a portfolio of work that demonstrates their competence in digital humanities methods and theory.,https://www.dh.ucla.edu/graduate-certificate/,,,Graduate Certificate in Digital Humanities,https://www.dh.ucla.edu/graduate-certificate/,Graduate Certificate
,"The Graduate Certificate in Early Modern Studies is designed to allow students to develop a program of study that transcends traditional departmental and disciplinary boundaries. By integrating different disciplinary and methodological approaches to the study of the early modern period, students will expand their intellectual field and contribute to the development of a cross-disciplinary approach to the period. The program is open to all students currently enrolled in a UCLA graduate program.",https://cmrs.ucla.edu/graduate/graduate-certificate-in-early-modern-studies/,,,Graduate Certificate in Early Modern Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",Certificate
,"Experimental Critical Theory (ECT) is an interdisciplinary program and graduate certificate at UCLA that offers a sustained venue for students to integrate the study of critical theory with their work in their home departments. ECT is a laboratory for experimenting with theoretical methods and their potential to push the limits of disciplinary boundaries and generate new modes of thinking. The program brings together faculty and graduate students from across the university to explore the intersections of philosophy, literature, social theory, and the arts.",https://complit.ucla.edu/experimental-critical-theory-ect-graduate-certificate/,,,Graduate Certificate in Experimental Critical Theory,https://complit.ucla.edu/,
,"The Graduate Certificate in Food Studies is designed to provide UCLA graduate students with a multidisciplinary perspective on the impact of food on people and the planet. The 12-to-20-unit certificate program, based at UCLA Fielding but open to any UCLA graduate student, provides a common ground for students from a wide range of disciplines to come together and think critically about food’s impact on people and the planet. It allows students to engage with their peers from around the campus to learn how their specific field can contribute to addressing food-related issues, as well as how other fields are approaching them. The core courses examine food from both the perspective of human health and the environmental impact. In addition to the core courses, students choose elective courses from a wide range of fields, which can include public health, medicine, management, law, history, geography, anthropology, public policy, urban planning, and environment and sustainability.",https://foodstudies.ucla.edu/graduate-certificate/,,,Graduate Certificate in Food Studies,https://ph.ucla.edu/news-events/ucla-fsph-public-health-magazine/food-imbalance/common-ground,
